index,county,latitude,longitude,service category,project type,parts,material,connector,equipment,land use,stakeholder,service provider,budget,construction area,load,KPI
test_113,Orange,33.868617,-117.92901,T,Pole,line,Plastic,MPL,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Public City Street,Contractor - 3rd Party,Utility Owner,27755,9.39,2,921.9776218293828
test_114,Los Angeles,34.294615,-118.507001,T,Water Pipeline,valve,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,51852,20.64,3,688.2107005995833
test_115,Orange,33.879767,-117.89634,T,Telecommunications,line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,44669,12.27,2,1123.4291994308958
test_116,Los Angeles,33.7801,-118.372412,T,Fencing,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,27076,16.97,2,
test_117,Los Angeles,34.015444,-118.11101200000002,T,Grading,main,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,55822,18.91,8,548.7707794302497
test_118,Tulare,36.151213,-119.049114,T,Electric,line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Utility Owner,7528,66.19,2,786.9105224278467
test_119,Orange,33.879319,-117.961734,T,Sewer (Sanitary/Storm),line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,66892,10.5,2,885.558549269721
test_120,Los Angeles,34.1692,-118.372269,T,Water Pipeline,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public Other,Contractor - 3rd Party,Utility Owner,44144,8.85,2,595.2232462487844
test_121,Los Angeles,33.993396000000004,-118.465193,T,Electric,line,Plastic,PLM,"Trencher, ditchwitch, rockwheel, similar equipment (TR)",Private Land Owner,Contractor - 3rd Party,Unknown,28023,7.81,3,1047.2284576131067
test_122,Tulare,36.39177700000001,-119.372842,T,Drainage,valve,Plastic,PLM,"Trencher, ditchwitch, rockwheel, similar equipment (TR)",Private Land Owner,Contractor - 3rd Party,Other,64882,108.96,2,689.4745220199252
test_123,San Luis Obispo,35.160934000000005,-120.653342,T,Water Pipeline,main,Plastic,,Probing Device (PD),Public City Street,Contractor - 3rd Party,Utility Owner,11866,13.42,4,562.5419573493308
test_124,Los Angeles,34.080017,-118.262643,T,Bldg. Construction,line,Plastic,PLM,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Land Owner,Occupant,Other,71149,4.62,2,481.36095840915965
test_125,Los Angeles,34.074736,-118.145959,T,Water Pipeline,line,Polyethylene (PE),PP,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Utility Owner,29011,4.01,2,799.665012862224
test_126,Los Angeles,34.1692,-118.372269,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,38293,6.57,2,540.3530944454916
test_127,Los Angeles,34.059163,-118.306892,T,Water Pipeline,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Other,Contractor - 3rd Party,Unknown,55713,3.79,2,443.1327078599993
test_128,San Diego,32.852358,-116.987842,TG,Fencing,main,PE,PLM,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Private Other,Contractor - 3rd Party,Unknown,59795,27.35,2,1145.262173411436
test_129,Los Angeles,34.261962,-118.336078,T,Grading,line,Steel (ST),PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,37616,16.86,7,562.8314350658944
test_130,San Diego,32.908485,-117.141402,TG,Natural Gas Pipeline,line,Plastic,PLM,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Easement,Contractor - 3rd Party,Unknown,64129,20.93,2,
test_131,Riverside,33.971006,-117.325181,T,Natural Gas Pipeline,line,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Other,Contractor - 3rd Party,Unknown,68435,30.16,2,1002.5125494114957
test_132,San Diego,32.963232,-117.250367,TG,Water Pipeline,line,PE,CF,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Contract Locator,16682,17.85,3,734.8639490989389
test_133,Los Angeles,33.986270000000005,-117.821282,T,Water Pipeline,main,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,61346,32.72,4,690.232064811966
test_134,San Diego,32.947589,-117.207392,TG,Waterway Improvement,main,PE,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Municipality,Contract Locator,47122,25.26,4,
test_135,Los Angeles,33.91714,-118.404267,T,Sewer (Sanitary/Storm),line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Contract Locator,18780,11.47,2,472.4340354320813
test_136,Los Angeles,33.867257,-118.330794,T,Landscaping,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,45054,12.58,2,
test_137,Santa Barbara,34.595669,-120.352667,T,Fencing,line,Plastic,CF,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,55588,240.84,2,417.82947846528174
test_138,Los Angeles,34.109595,-118.228689,T,Bldg. Construction,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,63567,9.7,2,779.4912657705256
test_139,Santa Barbara,34.479453,-120.084094,T,Grading,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Utility Owner,58142,208.49,2,968.2850609800756
test_140,Los Angeles,34.1692,-118.372269,T,Fencing,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,32886,4.04,2,1077.1374427819012
test_141,San Diego,32.856347,-117.250058,TG,Drainage,line,PE,PLM,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Private Land Owner,Contractor - 3rd Party,Unknown,55015,26.56,3,814.2741535953023
test_142,Riverside,34.003266,-117.442004,T,Electric,line,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,102580,33.48,2,613.4460321604463
test_143,Los Angeles,34.022502,-118.199613,T,Grading,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,48399,15.37,2,556.2089459120383
test_144,Riverside,34.003266,-117.442004,T,Telecommunications,line,Plastic,PP,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Utility Owner,70748,43.78,2,461.50008919020445
test_145,Santa Barbara,34.406408,-119.726927,T,Natural Gas Pipeline,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Company Contractor,Other,14486,6.62,2,979.0726368557307
test_146,Orange,33.927561,-117.887086,T,Bldg. Construction,line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Business,Contractor - 3rd Party,Other,31485,17.58,4,407.3398921338564
test_147,Los Angeles,34.13658,-118.245839,T,Pole,line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public Other,Municipality,Utility Owner,44679,2.78,2,1245.4326966537762
test_148,Orange,33.634626000000004,-117.874882,T,Electric,line,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Business,Contractor - 3rd Party,Utility Owner,49889,10.18,4,719.8061528660487
test_149,Ventura,34.4041,-118.897777,T,Fencing,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,29612,105.74,2,548.2029300008172
test_150,Kern,35.067111,-118.184941,T,Telecommunications,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Dedicated Public Utility Easement,Contractor - 3rd Party,Utility Owner,5633,200.58,2,632.0021591521072
test_151,Orange,33.848733,-117.788357,T,Electric,line,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,35661,11.85,2,467.51369944810654
test_152,Los Angeles,33.921793,-118.140588,T,Grading,line,Steel (ST),PP,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Public City Street,Contractor - 3rd Party,Utility Owner,50394,7.96,7,991.7262893453752
test_153,Riverside,33.970193,-117.259385,T,Telecommunications,line,Plastic,PP,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Utility,Utility Owner,66880,18.57,2,784.08007132004
test_154,Riverside,34.003266,-117.442004,T,Sewer (Sanitary/Storm),line,Plastic,PPE,"Trencher, ditchwitch, rockwheel, similar equipment (TR)",Private Land Owner,Occupant,Unknown,69024,37.46,2,635.8479629852852
test_155,Los Angeles,34.222119,-118.205306,T,Fencing,other,Miscellaneous/Other (MO),PLM,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Unknown\Other,Contractor - 3rd Party,Unknown,24555,10.78,7,738.3692764989128
test_156,Riverside,33.827409,-117.524128,T,Unknown/Other,line,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Other,Contractor - 3rd Party,Other,44103,42.4,2,
test_157,Los Angeles,34.326584000000004,-118.382261,T,Water Pipeline,main,Plastic,Other,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Public City Street,Company Contractor,Utility Owner,87686,59.61,4,494.27796477883584
test_158,San Bernardino,34.074087,-117.605618,T,Pole,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Utility Owner,65617,13.34,2,633.7727564571584
test_159,Riverside,33.646083000000004,-116.275297,T,Water Pipeline,line,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Easement,Contractor - 3rd Party,Utility Owner,40796,40.83,3,598.5174353957029
test_160,Los Angeles,34.045105,-118.185914,T,Landscaping,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Utility Owner,51420,6.83,2,491.8748846562978
test_161,Los Angeles,34.200485,-118.664836,T,Unknown/Other,line,Plastic,PLM,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Land Owner,Unknown/Other,Other,41166,7.08,3,541.5564996621225
test_162,Los Angeles,33.986270000000005,-117.821282,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Easement,Contractor - 3rd Party,Utility Owner,38111,28.72,2,737.0982388636451
test_163,Los Angeles,33.833744,-118.314022,T,Telecommunications,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,50065,15.36,2,1016.4825617425071
test_164,Los Angeles,33.940445000000004,-118.129022,T,Water Pipeline,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,38387,13.15,8,800.1130589031674
test_165,San Diego,33.056022,-117.2599,TG,Site Development,line,PE,CF,Probing Device (PD),Private Land Owner,Contractor - 3rd Party,Unknown,40697,26.73,3,755.63777143467
test_166,Los Angeles,34.13658,-118.245839,T,Grading,line,Polyethylene (PE),PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Unknown,Contractor - 3rd Party,Utility Owner,58173,8.29,3,999.7488156175262
test_167,San Luis Obispo,35.23575,-120.615973,T,Electric,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Easement,Contractor - 3rd Party,Utility Owner,28340,76.88,4,1081.0492804436758
test_168,Los Angeles,34.092566999999995,-118.53436299999998,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Other,Contractor - 3rd Party,Unknown,25596,31.73,2,
test_169,Los Angeles,34.178483,-118.431791,T,Grading,line,Plastic,MPL,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Private Land Owner,Contractor - 3rd Party,Other,41592,8.44,3,1035.4613237331205
test_170,Orange,33.765896999999995,-117.882224,T,Grading,line,Steel (ST),MPL,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Public City Street,Contractor - 3rd Party,Other,41761,3.28,3,756.1581180018443
test_171,Ventura,34.237254,-119.184449,T,Street Light,line,Plastic,PLM,Auger (AG),Private Land Owner,Contractor - 3rd Party,Utility Owner,65687,24.56,3,
test_172,Orange,33.668173,-117.734156,T,Landscaping,valve,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,64596,27.0,2,562.9647572981473
test_173,Ventura,34.006003,-119.392668,T,Fencing,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,48571,184.38,2,462.70870482359464
test_174,San Bernardino,34.104795,-117.292152,T,Grading,line,Plastic,PP,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Public City Street,Contractor - 3rd Party,Utility Owner,4248,6.18,2,997.180839008387
test_175,San Bernardino,34.178336,-117.251458,T,Landscaping,line,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Occupant,Utility Owner,81321,22.48,2,1150.8582293475886
test_176,San Bernardino,34.032312,-117.010577,T,Electric,line,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Occupant,Other,45815,52.34,3,765.6911493726741
test_177,Santa Barbara,34.718381,-120.154184,T,Fencing,line,Plastic,PLM,Auger (AG),Private Land Owner,Contractor - 3rd Party,Unknown,8104,61.38,3,730.8059499918995
test_178,Los Angeles,34.078294,-118.185785,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,53894,10.35,2,
