index,county,latitude,longitude,service category,project type,parts,material,connector,equipment,land use,stakeholder,service provider,budget,construction area,load,KPI
test_4314,San Diego,33.117090999999995,-117.180712,TG,Drainage,line,PE,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,49775,23.17,3,795.9097031142903
test_4315,Los Angeles,34.128066,-117.714773,T,Water Pipeline,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Unknown,Contractor - 3rd Party,Unknown,32851,25.03,2,
test_4316,Kings,36.29227,-119.829463,T,Sewer (Sanitary/Storm),line,Plastic,PPE,"Trencher, ditchwitch, rockwheel, similar equipment (TR)",Private Other,Municipality,Utility Owner,38259,97.26,2,709.3463532988715
test_4317,Los Angeles,34.261962,-118.336078,T,Fencing,other,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Utility Owner,18813,17.88,2,432.05494880279696
test_4318,Santa Barbara,34.449185,-119.804782,T,Curb/Sidewalk,line,Steel (ST),MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Utility Owner,22340,13.0,7,708.3518002551074
test_4319,Riverside,33.936319,-117.493743,T,Electric,line,Steel (ST),PPE,Auger (AG),Private Other,Contractor - 3rd Party,Utility Owner,59701,21.75,7,1180.9582108825152
test_4320,Tulare,36.503322,-119.286328,T,Water Pipeline,line,Steel (ST),MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,9099,21.37,7,644.0072896571468
test_4321,Los Angeles,34.1692,-118.372269,T,Water Pipeline,valve,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Utility Owner,28968,10.65,2,1041.9363620710592
test_4322,Riverside,33.708254,-116.403534,T,Sewer (Sanitary/Storm),line,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Easement,Contractor - 3rd Party,Other,35061,25.24,2,
test_4323,Riverside,33.652315,-117.375512,T,Fencing,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,63243,75.98,2,698.24675700696
test_4324,Santa Barbara,34.446201,-119.762794,T,Irrigation,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Other,Contractor - 3rd Party,Unknown,19229,19.48,2,1112.9398683551692
test_4325,Orange,33.879319,-117.961734,T,Water Pipeline,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,42774,11.31,2,1057.684431399391
test_4326,San Diego,33.390477000000004,-117.209427,TG,Sewer (Sanitary/Storm),main,PE,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Unknown,71891,84.25,4,
test_4327,Los Angeles,34.481108,-117.982006,T,Bldg. Construction,line,Steel (ST),PLM,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Land Owner,Unknown/Other,Other,21368,48.85,7,564.0337636480668
test_4328,Riverside,33.818256,-116.466743,T,Landscaping,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,79430,21.22,2,961.7726300332088
test_4329,Los Angeles,33.997862,-118.393617,T,Water Pipeline,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Other,Contractor - 3rd Party,Unknown,44021,8.8,2,
test_4330,Los Angeles,34.090776,-118.095091,T,Electric,main,Steel (ST),PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Other,Contractor - 3rd Party,Utility Owner,39221,14.0,4,527.1788066228014
test_4331,Orange,33.645736,-117.685503,T,Unknown/Other,line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,82913,19.11,2,416.2838987319168
test_4332,Los Angeles,34.111885,-118.261033,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Unknown/Other,Unknown,32981,9.28,2,616.576445267899
test_4333,Orange,33.71338,-117.751274,T,Electric,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,69834,16.16,2,
test_4334,Los Angeles,34.200175,-118.540958,T,Landscaping,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Unknown/Other,Unknown,88919,13.2,2,892.9028984440848
test_4335,San Bernardino,34.212329,-117.381179,T,Water Pipeline,valve,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Utility Owner,95336,58.33,2,492.12313687273263
test_4336,Orange,33.700176,-117.817504,T,Drainage,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,35098,16.97,2,
test_4337,San Bernardino,34.00448,-117.684707,T,Landscaping,valve,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,85237,24.8,2,926.0631705159008
test_4338,San Diego,33.207351,-117.399315,TG,Unknown/Other,line,PE,PLM,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Unknown\Other,Contractor - 3rd Party,Unknown,41418,18.29,2,642.6274587181628
test_4339,San Bernardino,34.05941,-117.674011,T,Driveway,valve,Plastic,PP,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Land Owner,Contractor - 3rd Party,Utility Owner,63546,16.3,2,781.6466606270944
test_4340,Los Angeles,34.115267,-118.088301,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,41568,6.71,2,725.1539429880113
test_4341,Ventura,34.258405,-118.775026,T,Irrigation,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Unknown/Other,Unknown,54686,42.98,2,832.607010779203
test_4342,Los Angeles,34.018195,-117.854821,T,Landscaping,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Company,Utility Owner,41411,16.43,2,711.3418682213178
test_4343,San Bernardino,33.964199,-117.737063,T,Drainage,main,Plastic,PPE,"Trencher, ditchwitch, rockwheel, similar equipment (TR)",Public City Street,Contractor - 3rd Party,Unknown,61094,39.72,4,769.1284240840573
test_4344,Los Angeles,34.065975,-118.238642,T,Cable Television,main,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,28055,9.44,4,683.6264301421102
test_4345,Los Angeles,34.080017,-118.262643,T,Water Pipeline,line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Company Contractor,Utility Owner,59306,3.77,2,839.5381683537813
test_4346,Orange,33.611945,-117.665867,T,Fencing,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,55373,17.88,2,816.892251380513
test_4347,Tulare,36.301334,-119.372586,T,Sewer (Sanitary/Storm),main,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public Other,Contractor - 3rd Party,Unknown,51387,49.37,4,894.549323083804
test_4348,Los Angeles,33.7801,-118.372412,T,Fencing,line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Other,Contractor - 3rd Party,Utility Owner,20793,16.93,2,1179.1651923128954
test_4349,Riverside,33.923381,-117.244836,T,Bldg. Construction,main,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,57052,13.32,4,779.7285252639018
test_4350,Orange,33.606497,-117.64311200000002,T,Sewer (Sanitary/Storm),line,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,61145,16.09,2,911.342377647137
test_4351,Los Angeles,34.078294,-118.185785,T,Grading,line,Steel (ST),PLM,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Private Land Owner,Contractor - 3rd Party,Utility Owner,57084,7.37,3,623.3451988376391
test_4352,Los Angeles,34.022502,-118.199613,T,Electric,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Other,35729,9.92,2,982.5935343986087
test_4353,Los Angeles,34.129772,-118.330989,T,Storm Drain/Culvert,valve,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,21630,9.96,3,712.2280969325062
test_4354,Riverside,33.971006,-117.325181,T,Unknown/Other,line,Steel (ST),PPE,Not Available,Private Other,Unknown/Other,Utility Owner,66504,27.4,7,1286.0955076525408
test_4355,Ventura,34.175967,-118.945093,T,Electric,line,Plastic,PLM,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Land Owner,Contractor - 3rd Party,Other,62289,17.39,2,660.1793702250445
test_4356,Riverside,33.936319,-117.493743,T,Fencing,main,Plastic,PP,Auger (AG),Private Land Owner,Contractor - 3rd Party,Unknown,50749,10.13,4,806.2993693300048
test_4357,Orange,33.83099,-117.90516399999998,T,Sewer (Sanitary/Storm),line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Other,79687,8.32,2,1015.1783423496524
test_4358,Los Angeles,33.977272,-118.066363,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Unknown/Other,Unknown,28763,11.61,2,800.9571042094135
test_4359,Los Angeles,34.092566999999995,-118.53436299999998,T,Electric,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,20301,35.5,2,639.3929585306438
test_4360,Los Angeles,34.149588,-118.489708,T,Irrigation,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Developer,Unknown,18968,14.06,3,871.9324691943518
test_4361,Orange,33.424093,-117.606739,T,Grading,line,Plastic,PPE,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Private Land Owner,Contractor - 3rd Party,Utility Owner,37749,12.19,2,773.9900058167866
test_4362,Los Angeles,34.326584000000004,-118.382261,T,Water Pipeline,line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Utility,Utility Owner,106103,66.17,2,783.485910641807
test_4363,San Luis Obispo,35.585,-121.041474,T,Bldg. Construction,main,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,16010,96.78,4,
test_4364,Riverside,33.648169,-116.895303,T,Pole,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Utility Owner,67307,102.33,2,1065.0923780688229
test_4365,Los Angeles,33.889151,-118.402127,T,Sewer (Sanitary/Storm),line,Steel (ST),MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Unknown/Other,Unknown,42102,5.43,7,
test_4366,San Bernardino,34.101102000000004,-117.578217,T,Fencing,line,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,72510,29.06,2,562.3355708941343
test_4367,Los Angeles,34.119367,-117.855054,T,Water Pipeline,main,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Municipality,Unknown,43916,7.43,4,988.2171118831172
test_4368,Ventura,34.006003,-119.392668,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,36501,261.44,2,729.5566807220121
test_4369,Los Angeles,33.839463,-118.353699,T,Fencing,line,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Other,Contractor - 3rd Party,Utility Owner,33306,9.71,3,635.7549578493416
test_4370,Santa Barbara,34.418979,-119.709166,T,Irrigation,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Other,35357,13.61,2,1129.151020760005
test_4371,San Bernardino,34.059093,-117.390659,T,Water Pipeline,line,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,25143,21.75,2,554.1281445571393
test_4372,Los Angeles,33.964131,-118.272783,T,Sewer (Sanitary/Storm),line,Plastic,MPL,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Unknown,Contractor - 3rd Party,Unknown,63864,6.59,2,645.9168429731957
test_4373,Los Angeles,33.999005,-117.972146,T,Electric,line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,74766,17.9,4,809.5583260317675
test_4374,Los Angeles,34.74739,-118.369249,T,Street Light,line,Plastic,PLM,Auger (AG),Private Land Owner,Contractor - 3rd Party,Utility Owner,93179,293.8,4,1119.3703933652182
test_4375,Los Angeles,33.989524,-118.089295,T,Bldg. Demolition,line,Plastic,SMC,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Utility Owner,66815,16.21,3,
test_4376,Los Angeles,33.993396000000004,-118.465193,T,Electric,line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,32905,9.79,3,1097.8037904070063
test_4377,Los Angeles,34.236302,-118.249185,T,Grading,line,Plastic,PPE,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Private Land Owner,Contractor - 3rd Party,Other,24999,19.83,2,688.6247426407834
test_4378,Orange,33.788092,-117.876297,T,Landscaping,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Easement,Contractor - 3rd Party,Utility Owner,36013,11.41,3,837.2005717147035
test_4379,Orange,33.72524,-118.051579,T,Fencing,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,50223,14.15,2,969.6870872440692
test_4380,Los Angeles,33.956526000000004,-118.358653,T,Water Pipeline,main,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Contract Locator,48440,2.6,4,650.0758824354799
test_4381,Los Angeles,33.914775,-118.348083,T,Fencing,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,101316,8.17,2,615.8801863909359
test_4382,Orange,33.844983,-117.952151,T,Grading,line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Business,Company,Utility Owner,77641,10.91,4,578.0968967759625
test_4383,Orange,33.591216,-117.697621,T,Cable Television,line,Plastic,PPE,Boring Equipment (BE),Private Land Owner,Contractor - 3rd Party,Unknown,31060,12.72,2,592.2270446282316
test_4384,Los Angeles,33.88151,-118.234451,T,Bldg. Construction,line,Steel (ST),PPE,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Land Owner,Contractor - 3rd Party,Other,60298,15.68,7,
test_4385,San Luis Obispo,35.044396,-120.620199,T,Water Pipeline,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,8076,22.07,3,
test_4386,Santa Barbara,34.479453,-120.084094,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,52099,213.24,3,490.22097391842414
test_4387,Kings,36.29223,-119.622676,T,Landscaping,Not Applicable,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,90456,297.99,2,650.6507772045777
test_4388,Los Angeles,34.09383,-118.381698,T,Storm Drain/Culvert,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,17295,2.7,2,469.78192235980697
test_4389,San Diego,32.908485,-117.141402,TG,Fencing,line,PE,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,72595,20.47,2,476.34465421993104
test_4390,San Bernardino,34.011953000000005,-117.159699,T,Unknown/Other,line,Steel (ST),PPE,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Easement,Unknown/Other,Utility Owner,31406,53.64,3,790.2890542494611
test_4391,Los Angeles,34.064958000000004,-118.382979,T,Landscaping,line,Plastic,PPE,Not Available,Private Unknown,Contractor - 3rd Party,Unknown,17871,2.68,2,1077.6638683757342
test_4392,San Diego,33.199582,-117.298764,TG,Telecommunications,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,61756,13.93,2,
test_4393,Tulare,36.301334,-119.372586,T,Water Pipeline,main,Plastic,PP,"Trencher, ditchwitch, rockwheel, similar equipment (TR)",Private Dedicated Public Utility Easement,Contractor - 3rd Party,Utility Owner,66100,32.13,4,750.6227929503647
test_4394,Tulare,36.301334,-119.372586,T,Fencing,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,57032,45.29,2,709.8357293268643
test_4395,Los Angeles,33.753134,-118.367973,T,Grading,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,50213,26.08,2,849.2693946271968
test_4396,Riverside,33.703465,-116.325898,T,Drainage,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,8175,16.8,2,645.2067323493916
test_4397,Orange,33.927561,-117.887086,T,Unknown/Other,line,,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Other,Contractor - 3rd Party,Utility Owner,43637,14.83,-- Select --,690.6511277618263
test_4398,Los Angeles,33.88151,-118.234451,T,Pole,line,Plastic,MPL,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Public City Street,Contractor - 3rd Party,Utility Owner,59305,20.41,2,566.0344923795258
test_4399,San Diego,32.764998,-117.073641,TG,Bldg. Construction,Not Applicable,ST,PLM,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Land Owner,Contractor - 3rd Party,Utility Owner,81742,9.29,7,930.7362765310927
test_4400,Los Angeles,34.197454,-118.488978,T,Sewer (Sanitary/Storm),line,Plastic,ALR,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Private Land Owner,Unknown/Other,Other,51296,13.49,2,623.3626899756107
test_4401,Los Angeles,33.9076,-118.082645,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Unknown,96568,13.54,2,729.231096925424
test_4402,Los Angeles,34.050965000000005,-118.114394,T,Sewer (Sanitary/Storm),main,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,31558,4.98,4,863.9002349976257
test_4403,Los Angeles,33.889151,-118.402127,O,Landscaping,line,Plastic,PLM,,Private Land Owner,Contractor - 3rd Party,Other,46946,6.9,2,761.2322696311919
test_4404,Orange,33.896324,-117.796561,T,Drainage,line,Plastic,PPE,"Trencher, ditchwitch, rockwheel, similar equipment (TR)",Private Land Owner,Contractor - 3rd Party,Unknown,39537,18.95,3,950.5178602636546
test_4405,Riverside,33.934328,-117.367312,T,Electric,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Company Contractor,Utility Owner,43664,17.93,2,560.7037848562558
test_4406,Kern,35.192404,-119.17586599999998,T,Drainage,valve,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,52522,125.2,3,729.9634517305713
test_4407,Santa Barbara,34.418979,-119.709166,T,Sewer (Sanitary/Storm),line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,25768,6.32,2,963.3829138838008
test_4408,Los Angeles,34.059163,-118.306892,T,Fencing,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,48379,3.1,3,785.1944472910112
test_4409,Ventura,34.530199,-119.310133,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Other,Unknown/Other,Unknown,20969,317.41,2,628.0025047846384
test_4410,Los Angeles,34.044416,-117.98536599999998,T,Landscaping,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Other,33788,17.3,2,1087.2712022998458
test_4411,Los Angeles,34.09254,-118.491064,T,Sewer (Sanitary/Storm),line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Utility Owner,36457,15.3,2,1006.208897580724
test_4412,Los Angeles,34.076198,-118.310722,T,Telecommunications,line,Plastic,PP,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Utility Owner,57028,8.25,2,823.255156689819
test_4413,Orange,33.611945,-117.665867,T,Fencing,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Unknown,49396,8.4,2,733.3224170544918
test_4414,Orange,33.818477,-118.038307,T,Electric,line,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Business,Contractor - 3rd Party,Utility Owner,57816,7.37,4,794.628070337311
test_4415,Los Angeles,34.230854,-118.365856,T,Sewer (Sanitary/Storm),line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,41076,12.59,2,999.6378096640874
test_4416,Orange,33.71338,-117.751274,T,Drainage,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,71959,9.67,2,732.5052507822139
test_4417,Los Angeles,34.09383,-118.381698,T,Irrigation,line,Steel (ST),PPE,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Land Owner,Contractor - 3rd Party,Unknown,22734,4.57,7,672.580522814302
test_4418,Santa Barbara,34.533221999999995,-119.791731,T,Grading,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Unknown,Contractor - 3rd Party,Utility Owner,42547,129.08,3,1104.2275135655054
test_4419,Los Angeles,34.178483,-118.431791,T,Bldg. Construction,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,50530,8.22,3,901.061705639976
test_4420,Los Angeles,34.127607,-118.296387,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,45054,16.61,2,1233.6208730385742
test_4421,Los Angeles,34.286687,-118.435079,T,Electric,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,41663,9.93,2,603.4525417847352
test_4422,Riverside,33.686143,-116.172917,T,Landscaping,valve,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Dedicated Public Utility Easement,Contractor - 3rd Party,Other,55426,36.31,3,
test_4423,San Diego,33.170776000000004,-117.158675,TG,Bldg. Construction,main,PE,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Unknown,46669,20.27,3,1047.7945283234124
test_4424,Los Angeles,34.051819,-118.383582,T,Grading,line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Unknown,Contractor - 3rd Party,Utility Owner,39473,14.61,2,842.1121736033832
test_4425,San Diego,32.665762,-117.018657,TG,Grading,line,PE,PLM,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Private Land Owner,Contractor - 3rd Party,Other,24701,21.7,2,
